Id,SalePrice
1461,127119.79012867836
1462,165567.85873356872
1463,180089.37959440617
1464,186184.7332992328
1465,195993.0236958041
1466,173729.64679848048
1467,175113.40186163256
1468,167022.0393065245
1469,183678.14203084348
1470,126816.9376804226
1471,200498.17605312075
1472,95321.89289297792
1473,93130.6103592159
1474,154834.3424683834
1475,134136.86277339925
1476,389738.2098394111
1477,256842.0250696179
1478,303346.1702319683
1479,270933.6076873784
1480,466620.9588106163
1481,316684.9550930803
1482,219067.4247686076
1483,173488.4385206477
1484,166238.91099993914
1485,168642.27497705183
1486,196067.36256312474
1487,331619.73767598806
1488,240030.3329865314
1489,206956.4946457312
1490,206075.90197346723
1491,190501.54456071483
1492,87528.92414594001
1493,182211.35458569808
1494,295458.38364437135
1495,290963.47734868835
1496,251825.49065106965
1497,183421.0231866686
1498,162834.6717029873
1499,160206.02617653002
1500,150574.93039444048
1501,176919.56318969448
1502,155489.14609284134
1503,282794.3673682839
1504,233308.81927890668
1505,225740.95188434076
1506,184739.1600038113
1507,245381.61588407218
1508,197635.5839835858
1509,159276.14434492835
1510,144833.5482216575
1511,138841.48433514754
1512,170478.47730298652
1513,143100.7563159003
1514,167312.62056039346
1515,200581.31140292066
1516,155976.06476078738
1517,157118.45173019712
1518,129094.6866968739
1519,234783.36709553297
1520,131238.58750762098
1521,131462.20168581087
1522,172842.10787236306
1523,111352.21485753186
1524,125655.95951782125
1525,129151.2414205822
1526,125889.60387568847
1527,105920.5882126673
1528,131043.39208403115
1529,143054.10259314574
1530,172817.0796223814
1531,116446.17655231274
1532,104062.02033006705
1533,149378.2777365564
1534,120460.0163074304
1535,153332.46634250245
1536,118657.80080791526
1537,74426.99564888846
1538,177203.6438487348
1539,215921.8292365848
1540,97554.52869870284
1541,143560.91138270855
1542,142321.64554299627
1543,210628.3016680144
1544,78554.68389618407
1545,111909.83126173644
1546,132022.40448715212
1547,134768.6534879772
1548,135394.54681213698
1549,116866.89472713742
1550,144378.1592911021
1551,114372.63482437318
1552,139043.84101639266
1553,150469.75539814227
1554,106468.12976306432
1555,162398.5579830031
1556,74714.45428049192
1557,110818.57934706219
1558,96583.18134733362
1559,99797.76202494637
1560,141126.47477578302
1561,144438.81888139443
1562,128165.88807462435
1563,122604.9170272602
1564,151327.87108239572
1565,136914.6969803817
1566,219200.20811552877
1567,75091.27056209947
1568,214845.39433538282
1569,137467.5455699218
1570,129943.10102414105
1571,127540.35813944561
1572,149224.51761218527
1573,247865.1612627335
1574,110594.73762633625
1575,208034.28627417388
1576,243333.20132797273
1577,198605.33433320906
1578,153724.34089438178
1579,144067.84475783625
1580,185497.70711803006
1581,149084.64118226885
1582,128094.59555145659
1583,330100.38440517767
1584,228326.4350965919
1585,140702.82936207074
1586,70151.96778791634
1587,91608.35245027867
1588,155706.4096189191
1589,99889.01099257388
1590,130363.26277616376
1591,91902.39960972582
1592,128157.23335692077
1593,134549.565006515
1594,128902.13094584983
1595,114417.144011206
1596,230969.6629732353
1597,178805.90639950923
1598,188164.82077836516
1599,196135.56051875587
1600,182558.62072298824
1601,71386.07489824163
1602,116443.08024446356
1603,87294.6949414054
1604,249517.38115522751
1605,240857.6117669079
1606,165961.97818250617
1607,169098.27665394644
1608,222575.5172080205
1609,188807.24553266264
1610,149024.6628168977
1611,136544.2234463391
1612,167882.93875663713
1613,161049.00798812264
1614,122785.09505127562
1615,96642.02225036566
1616,70155.60275174817
1617,92245.87838340938
1618,128439.05277232562
1619,142330.29340503662
1620,154748.81182869629
1621,132428.44675733717
1622,147401.39024257258
1623,283676.9066290014
1624,217173.29530844322
1625,128528.13780717153
1626,167682.81712343174
1627,187750.32106527934
1628,292862.4831307212
1629,177309.8151087202
1630,412372.9831509803
1631,238814.68722794534
1632,255362.6102310879
1633,167563.18735514127
1634,184478.32785301222
1635,180270.17377601753
1636,161696.13052885982
1637,183384.35556391458
1638,202293.23473457675
1639,177739.7109688717
1640,264204.76359849167
1641,181293.09489581062
1642,222239.86865136647
1643,218908.5305116054
1644,224710.6600620089
1645,172441.23253055848
1646,154131.55013683977
1647,158238.46866386963
1648,129754.99083508627
1649,137841.02058816288
1650,120373.13149664158
1651,120344.82828654404
1652,94741.20574603078
1653,94900.19669952338
1654,147685.62192089556
1655,152802.21007292674
1656,147422.99345855007
1657,148169.12157335418
1658,147046.22766396782
1659,142758.5116355996
1660,148569.64090520208
1661,432496.0432372043
1662,453584.3577871305
1663,388463.0026864439
1664,481314.6962410142
1665,317176.12025436177
1666,316341.41643975675
