Id,SalePrice
1461,121651.83200018268
1462,149521.94113732138
1463,174670.30133859854
1464,193186.85218552078
1465,187863.84744413252
1466,177411.72210058576
1467,174207.67776249492
1468,167244.22200652017
1469,185848.32799848632
1470,122859.15578382277
1471,185548.15064392454
1472,97741.39883713357
1473,95333.85099912944
1474,148996.21168859143
1475,126417.62791925522
1476,387119.6760318612
1477,259739.9465067288
1478,293116.53695700294
1479,267872.87796057144
1480,494430.11973281903
1481,347018.588884887
1482,211614.55557747552
1483,167924.37382181652
1484,170759.87047479642
1485,184175.34504082883
1486,189379.61398668305
1487,365848.2996247506
1488,235270.5610786929
1489,201169.72374893635
1490,219049.9401343082
1491,192665.91355436706
1492,87705.65466418175
1493,188526.82429219657
1494,311287.0621734791
1495,293552.3273924725
1496,232765.37317270847
1497,177113.98094716563
1498,165647.54804283247
1499,162071.73865638257
1500,155178.71862071974
1501,174901.56767830625
1502,154899.04058589798
1503,286343.28560127143
1504,240849.45905788173
1505,224562.66238040663
1506,181005.82387955365
1507,242191.01581895832
1508,200042.77935326422
1509,161243.6398353454
1510,146964.74970074545
1511,146445.59196654172
1512,165158.32682862107
1513,132391.34419388472
1514,154851.46911706112
1515,184731.69124405438
1516,156150.91597690378
1517,156345.90248316218
1518,126444.37568417948
1519,213578.61406036143
1520,130546.70570010322
1521,130161.4637931066
1522,170819.14820585618
1523,108752.8046835387
1524,123051.9321340639
1525,123599.10722736032
1526,120038.63495777457
1527,105524.0012794954
1528,130942.05846479782
1529,149728.05427232
1530,189288.03005979257
1531,94770.22829909253
1532,101539.05249439238
1533,142074.88436029106
1534,120318.65935161914
1535,142767.4333145828
1536,115247.27580464215
1537,62105.30835699215
1538,163658.18355927325
1539,194274.19162266346
1540,84376.19686154767
1541,138018.80353466314
1542,131007.29457522997
1543,214090.10443373935
1544,84906.93428196637
1545,112940.43488042748
1546,141407.73402095714
1547,132132.67390249742
1548,136230.84627776823
1549,113001.01083954342
1550,139685.69758179234
1551,112020.79889241167
1552,136507.6178640706
1553,141553.8884786681
1554,114247.41656278147
1555,155148.62050774906
1556,89822.38043973368
1557,102453.10803726391
1558,96975.17034386456
1559,82549.56820236324
1560,135104.48034247803
1561,130171.13515585318
1562,131042.65179999286
1563,121008.36009293956
1564,149688.20268746174
1565,142025.32107655646
1566,234892.633170119
1567,68471.90147234943
1568,226740.39802064915
1569,131558.4159542585
1570,128992.49288177371
1571,107432.86810450871
1572,139135.31616242486
1573,235306.03842137227
1574,112134.82361669307
1575,220477.13816478307
1576,238635.76130725356
1577,189081.19582967897
1578,139152.96654462593
1579,142931.00012663336
1580,190256.93586736784
1581,157488.82037050434
1582,131296.56594643806
1583,321085.03731721896
1584,224866.9584285782
1585,141085.18000280953
1586,65788.59300671061
1587,101599.62303819082
1588,151775.13335904942
1589,91350.40532692343
1590,128510.60992980127
1591,92240.67677502167
1592,112616.31898765807
1593,128439.82044038037
1594,131239.379257918
1595,101054.41616153407
1596,234132.3756865644
1597,194027.9933586413
1598,216326.5468616565
1599,175050.42693953778
1600,172030.8158827452
1601,63231.156205873034
1602,110909.7689398796
1603,81319.179417101
1604,270749.8842336066
1605,244586.74042005712
1606,171536.0362804346
1607,173760.9612715809
1608,222037.17692701882
1609,187983.55090732407
1610,150816.93134932138
1611,137269.18601251254
1612,152414.81073979507
1613,154722.55015166802
1614,129317.64915120078
1615,86166.38746666948
1616,73314.26987641335
1617,89969.17450121
1618,121581.95548509287
1619,138466.47589313344
1620,149165.2810104678
1621,132495.33473832495
1622,141455.7928737776
1623,289075.1579474178
1624,203087.84207401884
1625,125889.41993345787
1626,168772.8877121646
1627,188068.31252219906
1628,277565.8221059127
1629,179440.69021209716
1630,348325.03609449393
1631,221049.80581131592
1632,245161.85840255852
1633,176002.28189182433
1634,186729.23288126112
1635,184011.43266323526
1636,153151.0923074905
1637,194782.76140781186
1638,196040.73225177126
1639,183811.7066725261
1640,251866.9774395447
1641,174261.44981303712
1642,226363.135168866
1643,216374.97341350064
1644,232305.1995472213
1645,189778.86729108635
1646,158216.0645472258
1647,162549.08414408998
1648,131673.47626044936
1649,140082.25684749515
1650,118796.52342152687
1651,120906.33754928179
1652,100332.81914427229
1653,99809.79455134482
1654,150455.0662526002
1655,147818.1550591702
1656,147160.38890578895
1657,152653.0585540481
1658,148780.00894092186
1659,131366.12170820497
1660,147524.2156321363
1661,435291.42397020117
1662,411009.2406696659
1663,380332.6284440477
1664,377223.84190363873
1665,309093.5343757549
1666,309015.6582105568
1667,356963.5800125937
1668,338111.74464260973
1669,307109.96117001434
1670,352017.059428871
1671,260269.41770642367
1672,457905.344922708
1673,308308.0357070684
1674,252755.40494595325
1675,183360.4308163176
1676,189455.13871401083
1677,221511.30314063973
1678,469261.0229338167
1679,378017.0519853588
1680,328271.2188151133
1681,244337.20222328577
1682,309966.1115396107
1683,173717.8076427744
1684,172735.81943123607
1685,176849.6170923844
1686,173183.09299696426
1687,167338.1425341104
1688,182361.56763590273
1689,193727.1939416606
1690,194829.99287223464
1691,182919.85519604207
1692,271056.7991564267
1693,170488.05610554453
1694,187115.59637825412
1695,169024.07172202657
1696,279795.3608985431
1697,175346.67378094906
1698,350192.76206141507
1699,324603.73605169274
1700,247068.83222919214
1701,261400.54147389336
1702,251676.68530357163
1703,252761.76979398276
1704,283858.41026904143
1705,233189.57943846378
1706,407315.0694688192
1707,209980.820371207
1708,206232.18700897682
1709,294426.1760389073
1710,218207.5257019649
1711,262951.625544371
1712,251617.15831991655
1713,259624.4093737508
1714,222708.70151240594
1715,211146.71625823757
1716,185243.85794061096
1717,177715.22831613157
